EmpCode,ContractType,EmployeeType,Unit,WorkPlace,DateStart,DateEnd,,,,
A150107,002,201,A1110,A2321,2015-06-24,2015-11-05,,,,
A150108,002,201,A1220,A001025,2015-08-17,2015-10-05,,,,
A150109,002,201,A1350,A001118,2016-04-01,2016-09-21,,,,
A150110,013,201,A2120,10015,2023-04-18,NULL,,,,
A150111,002,201,A1110,A2321,2016-05-01,2016-05-10,,,,
A150112,002,201,A1220,,2016-05-12,2016-11-16,,,,
A150113,002,201,A1110,A2321,2016-06-04,2016-09-27,,,,
A150114,002,201,ALN2121,A2321,2020-07-01,2020-10-13,,,,
A150115,002,201,A1110,A2321,2017-05-01,2017-10-20,,,,
A150116,002,201,A1110,A2321,2016-06-26,2016-10-31,,,,
A150117,004,301,A1110,A2321,2016-07-17,2016-08-31,,,,
A150118,002,201,A1110,A001085,2016-07-25,2016-10-12,,,,
A150119,002,201,A1350,A001118,2016-08-15,2016-10-10,,,,
A150120,001,101,A2220,A2351,2006-06-01,2018-05-16,,,,
A150121,002,201,A1110,A2321,2016-08-16,2016-10-12,,,,
A150123,013,201,A1220,10023,2023-04-27,NULL,,,,
A150124,002,201,A0700,A001063,2017-07-01,2017-09-18,,,,
A150125,002,201,A1220,A001020,2019-05-06,2020-01-13,,,,
A150126,001,101,A3230,10128,2020-01-01,2022-06-08,,,,
A150127,002,201,A1350,A001113,2017-08-01,2017-12-11,,,,
A150128,002,201,A1220,A001077,2017-05-24,2017-08-11,,,,
A150129,002,201,A1110,A2364,2017-05-26,2017-12-31,,,,
A150130,013,201,A1120,10015,2022-06-29,2022-11-14,,,,
A150131,002,201,A0700,A001052,2018-06-04,2018-07-24,,,,
A150132,002,201,A2220,A2332,2017-06-01,2017-08-16,,,,
A150133,006,401,A1220,A2221,2017-06-22,2017-08-15,,,,
A150134,006,401,A1220,A2221,2017-06-22,2017-08-15,,,,
A150135,004,301,A3230,A3037,2021-07-27,2021-10-13,,,,
A150136,002,201,A1220,A3037,2020-07-09,2020-10-12,,,,
A150137,002,201,A1350,A001113,2017-07-03,2017-12-04,,,,
A150138,004,301,A0700,A001063,2017-07-03,2017-09-22,,,,
A150139,006,401,A1230,A2221,2017-07-03,2017-07-03,,,,
A150140,006,401,A1230,A2221,2017-07-03,2017-07-31,,,,
A150141,006,401,A3230,A2221,2018-07-04,2018-08-19,,,,
A150142,002,201,A3230,A001079,2017-08-03,2017-11-29,,,,
A150143,002,201,ALN1121,A2321,2020-07-09,2020-10-13,,,,
A150144,002,201,A1110,A2321,2017-08-22,2017-10-11,,,,
A150145,002,201,A1110,A2321,2017-08-25,2017-09-07,,,,
A150146,002,201,A1220,A001073,2017-09-15,2017-10-31,,,,
A150147,001,101,A2120,10026,2020-01-01,2022-06-20,,,,
A150148,013,201,A1220,10031,2022-06-09,2022-08-25,,,,
A150149,009,902,A1350,10018,2022-08-01,2022-09-30,,,,
A150210,001,101,A1350,10154,2020-01-01,NULL,,,,
A150220,NULL,,ALN,A2221,2008-05-14,2008-09-10,,,,
A150600,NULL,,ALN,A001021,2007-05-01,2007-09-30,,,,
A150650,NULL,,ALN,A001085,2011-07-09,2011-08-31,,,,
A150660,004,301,A1220,A2221,2013-06-19,2013-08-31,,,,
A150661,002,201,A1220,A2432,2014-04-25,2014-05-31,,,,
A150662,002,201,A1220,A001075,2014-07-21,2014-07-22,,,,
A150663,002,201,A1110,A2321,2014-07-27,2014-09-19,,,,
A150664,002,201,A1220,A3029,2015-06-01,2015-11-06,,,,
A150700,002,201,A1110,A2364,2016-04-01,2017-01-20,,,,
A150701,002,201,A2110,A2364,2018-05-22,2018-06-07,,,,
A150702,002,201,A1350,A001113,2018-05-29,2018-08-19,,,,
A150703,001,101,A1293,10020,2020-01-01,NULL,,,,
A150704,002,201,A1210,10050,2022-05-02,2022-06-10,,,,
A150705,001,101,A1350,A001113,2018-06-15,2018-07-12,,,,
A150706,002,201,A1220,A2612,2019-04-23,2020-01-13,,,,
A150707,002,201,A3230,A001079,2019-06-03,2019-06-13,,,,
A150708,013,201,A1120,10015,2022-04-18,2023-01-11,,,,
A150709,004,301,A1220,A001075,2019-07-13,2019-09-15,,,,
A150710,002,201,A1220,A001020,2018-07-25,2020-03-19,,,,
A150711,002,201,A1110,A2321,2018-07-27,2018-12-05,,,,
A150712,002,201,A1110,A2321,2018-08-08,2018-09-18,,,,
A150713,012,201,A1120,A2321,2022-04-22,2002-04-30,,,,
A150714,002,201,A3230,A3037,2019-04-16,2019-06-02,,,,
A150715,002,201,A1220,A001075,2019-04-22,2019-12-31,,,,
A150716,002,201,ALN1121,A2321,2019-05-10,2019-12-24,,,,
A150718,002,201,ALN1121,A2321,2019-06-04,2019-10-31,,,,
A150719,006,401,A0700,A001063,2019-06-17,2019-08-20,,,,
A150720,006,401,A0700,A001063,2019-07-03,2019-08-09,,,,
A150721,006,401,A1220,A2221,2019-07-07,2019-07-27,,,,
A150722,006,401,A1220,A2221,2021-07-19,2021-08-31,,,,
A150723,002,201,ALN9320,A001075,2019-08-09,2019-11-25,,,,
A150724,004,301,A0700,A001063,2019-08-12,2019-08-31,,,,
A150725,002,201,A1120,10015,2022-05-02,2023-01-12,,,,
A150726,002,201,A1220,10031,2022-05-09,2022-11-29,,,,
A150727,002,201,ALN2110,A2364,2021-06-23,2021-08-06,,,,
A150728,002,201,A3230,10050,2022-05-24,2022-08-03,,,,
A150729,002,201,A1220,A001017,2021-06-28,2021-08-24,,,,
A150730,002,201,A1293,10020,2022-06-02,2022-11-11,,,,
A150731,002,201,A0700,A3034,2021-07-14,2021-12-02,,,,
A150732,013,201,A1210,10021,2022-06-04,2022-12-07,,,,
A150733,004,301,ALN2110,A2364,2021-07-12,2021-09-15,,,,
A150740,006,401,A1210,10010,2022-07-05,2022-08-24,,,,
A150750,002,201,A1220,A2351,2012-04-28,2013-05-07,,,,
A150800,013,201,A1220,10031,2022-06-29,2022-10-31,,,,
A150801,013,201,A3230,10050,2022-07-12,2022-08-23,,,,
A160050,002,201,A2110,A2233,2015-04-23,2015-10-02,,,,
A160051,002,201,A1220,A001017,2015-04-23,2015-07-23,,,,
A160052,002,201,A1220,A001075,2015-08-08,2015-10-21,,,,
A160053,002,201,A1110,A2321,2015-09-07,2015-11-09,,,,
A160054,002,201,A1110,A2321,2015-09-12,2015-11-09,,,,
A160055,002,201,A1110,A2321,2016-06-28,2016-09-27,,,,
A160056,002,201,A1110,A2321,2016-07-15,2016-08-03,,,,
A160057,002,201,A1220,A3037,2019-05-21,2019-11-28,,,,
A160058,002,201,A1220,A3037,2017-07-22,2017-10-31,,,,
A160059,001,101,A2220,A001072,2018-04-05,2019-02-17,,,,
A160060,002,201,A1220,A2351,2018-05-01,2018-05-22,,,,
A160061,002,201,A1220,A001017,2018-05-02,2018-05-19,,,,
A160062,002,201,A1220,10015,2022-05-24,2022-10-31,,,,
A160150,,,A2110,A,2012-07-06,2012-07-31,,,,
A160200,NULL,,ALN,A001075,2008-07-12,2008-09-02,,,,
A160201,013,201,A1120,10015,2023-04-18,NULL,,,,
A160202,002,201,A1220,A001075,2015-05-15,2015-05-19,,,,
A160203,002,201,A1110,A2321,2014-06-14,2014-10-24,,,,
A160204,013,201,A0700,10016,2022-05-02,2022-11-29,,,,
A160205,001,101,ALN12201,A001073,2021-04-12,2021-07-20,,,,
A160206,004,301,A1350,A001118,2022-07-10,2022-09-30,,,,
A160207,002,201,A1220,A001017,2021-06-28,2021-12-20,,,,
A160208,004,301,A0700,A001063,2021-07-12,2021-09-03,,,,
A160209,004,301,A1120,10015,2022-06-23,2022-10-15,,,,
A160210,006,401,A0700,A001063,2021-07-28,2021-08-28,,,,
A170003,002,201,A1210,10021,2022-05-21,2022-07-11,,,,
A170004,013,201,A1120,10015,2022-06-29,2022-11-14,,,,
A180002,002,201,A1220,A2351,2018-05-11,2018-05-21,,,,
A180003,002,201,A1110,10027,2022-05-09,2022-12-29,,,,
A180004,002,201,ALN1121,A2321,2019-04-01,2019-12-31,,,,
A180005,002,201,A1110,A2321,2017-09-23,2017-11-20,,,,
A180030,,,ALN,A001025,2008-06-01,2008-08-31,,,,
A180032,002,201,A0700,A001066,2013-07-17,2013-09-30,,,,
A180033,002,201,A1220,A001076,2013-07-17,2013-09-24,,,,
A180034,002,201,A2110,A2233,2014-06-25,2014-09-26,,,,
A180050,,,ALN,A001019,1999-03-01,2010-09-29,,,,
A180052,001,101,A0460,10113,2020-01-01,NULL,,,,
A180054,006,401,A1210,10021,2022-05-29,2022-08-04,,,,
A180055,NULL,,ALN,A2431,2009-05-16,2009-10-06,,,,
A180056,006,401,A2110,10017,2022-06-27,2022-08-31,,,,
A180058,013,201,A1120,10015,2022-06-29,2022-11-14,,,,
A180060,001,101,A1220,A2721,1984-04-23,2014-12-30,,,,
A180065,002,201,A1120,A001011,2021-09-28,2021-11-11,,,,
A180070,001,101,A1220,A2611,1988-04-01,2015-05-31,,,,
A180080,001,101,ALNOOOO,A001003,2004-03-01,2018-06-27,,,,
A180081,002,201,A0700,A001063,2019-05-18,2019-06-09,,,,
A180082,002,201,A1220,A2221,2015-06-08,2015-10-07,,,,
A180083,002,201,A1110,A2321,2015-06-10,2015-08-25,,,,
A180084,002,201,A1110,A2364,2015-06-12,2015-06-16,,,,
A180085,001,101,A1350,A001113,2008-03-17,2018-04-16,,,,
A180086,002,201,A1350,A001118,2015-06-12,2015-10-31,,,,
A180087,002,201,A1110,A2321,2015-06-21,2015-07-15,,,,
A180088,002,201,A1220,A2221,2015-07-01,2015-07-14,,,,
A180089,002,201,A1110,A2321,2015-07-04,2015-07-16,,,,
A180090,002,201,ALN1320,A2431,2016-06-24,2016-11-21,,,,
A180091,002,201,A0700,A001063,2015-08-01,2015-08-31,,,,
A180092,002,201,A0700,A001063,2015-08-01,2015-10-07,,,,
A180093,002,201,A1220,A2221,2015-08-06,2015-09-11,,,,
A180094,002,201,A1220,A2613,2017-05-10,2018-02-10,,,,
A180095,002,201,A1220,A2432,2016-04-16,2016-05-25,,,,
A180096,002,201,A1220,A001075,2017-05-06,2018-02-15,,,,
A180097,002,201,A0430,A001105,2019-03-11,2020-03-19,,,,
A180098,002,201,A1110,A2321,2018-05-01,2018-10-05,,,,
A180099,002,201,A1110,A2321,2017-05-15,2017-12-13,,,,
A180100,,,ALN,A001118,2009-05-01,2009-09-15,,,,
A180102,002,201,A1220,A001017,2021-07-19,2021-12-16,,,,
A180103,002,201,A1220,A2332,2017-05-21,2017-05-21,,,,
A180104,004,301,A1110,A2364,2022-07-19,2022-08-29,,,,
A180105,002,201,A1220,A001075,2019-05-21,2020-01-21,,,,
A180106,004,301,A1110,A2321,2017-07-20,2017-09-16,,,,
A180107,004,301,A1220,A2221,2020-07-30,2020-08-15,,,,
A180108,002,201,A1110,A3042,2017-08-10,2017-08-11,,,,
A180109,002,201,A1110,A2321,2017-08-23,2017-09-04,,,,
A180110,001,101,A0700,A001070,2006-03-13,2016-03-18,,,,
A180111,002,201,A1110,A2321,2013-07-17,2013-10-16,,,,
A180112,002,201,A1110,A2321,2014-06-14,2014-06-16,,,,
A180113,002,201,A1110,A2321,2018-05-01,2018-06-20,,,,
A180114,002,201,A1110,A2321,2018-05-01,2018-06-09,,,,
A180115,004,301,A1390,A001063,2013-07-20,2013-08-25,,,,
A180116,002,201,A1110,A2321,2014-06-14,2014-09-08,,,,
A180117,002,201,A3230,10034,2023-04-24,NULL,,,,
A180119,001,101,ALN,A3042,2018-05-11,2018-06-30,,,,
A180120,002,201,A2220,A2613,2013-07-29,2013-09-24,,,,
A180121,007,401,A1220,A2221,2017-06-19,2017-07-16,,,,
A180150,NULL,,ALN,A2321,2009-04-01,2009-05-31,,,,
A180160,,,A2110,A001085,2012-07-16,2012-08-17,,,,
A180200,001,101,A1110,10146,2020-01-01,NULL,,,,
A180300,NULL,,ALN,A001006,2008-03-20,2009-03-31,,,,
A180500,NULL,,ALN,A2411,2008-06-14,2008-07-31,,,,
A180501,013,201,A1210,10050,2023-04-24,NULL,,,,
A180502,002,201,A1220,A2351,2018-06-02,2018-10-30,,,,
A180503,002,201,A1110,A2321,2018-06-09,2018-11-23,,,,
A180504,002,201,A1220,A2432,2019-07-08,2019-11-21,,,,
A180505,002,201,A1220,A001075,2019-06-12,2019-09-06,,,,
A180506,002,201,A1210,10050,2023-05-29,NULL,,,,
A180507,002,201,ALN2121,A2321,2019-05-18,2019-10-31,,,,
A180508,002,201,A1110,A2321,2018-08-22,2018-08-25,,,,
A180509,001,101,A2210,10040,2020-01-01,NULL,,,,
A180510,002,201,A1220,A001075,2013-04-23,2013-12-27,,,,
A180511,,,A1350,A001113,2019-04-01,2019-05-15,,,,
A180512,013,201,A1120,10015,2022-06-29,2022-11-14,,,,
A180513,006,401,A1210,10010,2022-07-05,2022-08-24,,,,
A180520,002,201,A2110,A2233,2013-06-30,2013-09-16,,,,
A180591,002,201,A1390,A001023,2012-06-12,2012-09-17,,,,
A180600,002,201,A1390,A001066,2018-05-28,2018-12-06,,,,
A180650,002,201,A1220,A2362,2013-06-21,2013-09-24,,,,
A180651,013,201,A2220,10047,2023-04-20,NULL,,,,
A180652,013,201,A0700,10016,2023-05-01,NULL,,,,
A180655,,,ALN,A001066,2011-06-21,2011-08-31,,,,
A180660,,,ALN,A001012,2007-08-01,2007-08-22,,,,
A180670,002,201,A1110,A2321,2013-06-10,2013-10-15,,,,
A180671,002,201,A3230,A3037,2019-04-16,2019-06-02,,,,
A180672,002,201,A1220,A3037,2019-05-10,2019-06-10,,,,
A180673,002,201,ALN9310,A3037,2019-05-21,2019-12-16,,,,
A180674,002,201,ALN1121,A2321,2019-06-03,2019-11-30,,,,
A180675,006,,A0700,A001063,2019-07-01,2019-07-10,,,,
A180676,002,201,A2220,10047,2022-06-11,2022-08-17,,,,
A180677,002,201,A1220,A2613,2021-07-10,2021-10-08,,,,
A180678,002,201,A1220,A2351,2019-09-04,2019-10-17,,,,
A180679,013,201,A1220,10023,2022-07-04,2022-11-17,,,,
A180680,001,101,A1210,A3037,2020-01-01,2021-12-31,,,,
A180681,002,201,A3230,A2351,2021-06-21,2021-08-10,,,,
A180682,002,201,ALN2110,A2364,2021-06-23,2021-08-18,,,,
A180683,002,201,A1120,A2321,2021-06-29,2021-08-24,,,,
A180685,002,201,A1120,A2321,2021-06-28,2021-10-21,,,,
A180686,002,201,A1120,A2321,2021-07-10,2021-09-21,,,,
A180687,002,201,A0700,A001070,2021-07-12,2021-08-03,,,,
A180688,004,301,ALN2110,A2364,2021-07-31,2021-08-21,,,,
A180689,002,201,A1120,A2321,2021-08-30,2021-11-11,,,,
A180690,002,201,A3230,10021,2022-05-21,2022-08-12,,,,
A190050,001,101,A1220,10048,2020-01-01,2023-01-31,,,,
A190055,,201,A2110,A2233,2012-07-30,2012-08-31,,,,
A190060,001,101,A1220,10041,2020-01-01,NULL,,,,
A190062,NULL,,ALN,A001021,2007-06-24,2007-08-31,,,,
A190065,001,101,A0700,10036,2020-01-01,NULL,,,,
A190066,006,401,A1220,A001075,2020-07-10,2020-08-31,,,,
A190070,NULL,,ALN,A001113,2007-10-14,2007-11-11,,,,
A190080,,,ALN,A001024,2010-04-19,2010-09-20,,,,
A190160,NULL,,ALN,A001025,2011-06-16,2011-10-06,,,,
A190163,002,201,A1220,A2332,2016-09-01,2016-10-20,,,,
A190164,002,201,A0700,10025,2022-06-28,2022-08-03,,,,
A190165,002,201,A1220,A2332,2017-06-03,2017-10-31,,,,
A190166,006,401,A1220,A2221,2018-07-01,2018-10-07,,,,
A190167,006,401,A1220,A2221,2017-07-01,2017-08-11,,,,
A190168,002,201,A1220,A001017,2017-09-01,2017-10-31,,,,
A190169,002,201,A3230,A2332,2017-07-20,2017-10-17,,,,
A190170,004,201,A1220,A2221,2017-08-08,2017-09-03,,,,
A190171,002,201,A1220,A2432,2018-05-01,2018-05-19,,,,
A190172,001,101,A1220,A2612,2020-01-01,2020-08-28,,,,
A190173,006,401,A1220,A2221,2018-07-11,2018-08-07,,,,
A190174,002,201,A1220,A001075,2019-05-14,2019-06-10,,,,
A190200,001,101,A1350,A001113,2013-07-01,2018-02-09,,,,
A190210,,,ALN,A2321,2009-06-24,2009-08-31,,,,
A190211,002,201,A1220,A001075,2015-05-23,2015-09-30,,,,
A190212,002,201,A1220,A2612,2017-08-01,2018-02-15,,,,
A190213,002,201,A1220,A2432,2018-05-01,2018-12-20,,,,
A190214,002,201,A1110,A2321,2015-07-29,2015-08-03,,,,
A190215,002,201,A1110,A2321,2016-06-08,2016-06-14,,,,
A190216,002,201,A1390,A001011,2017-05-23,2018-03-21,,,,
A190220,001,101,A1293,10020,2020-01-01,NULL,,,,
A190221,002,201,A2220,10047,2022-06-02,2022-09-30,,,,
A190222,004,301,A0700,A001063,2019-09-01,2019-09-30,,,,
A190223,002,201,A1210,10021,2022-05-24,2022-08-05,,,,
A190224,002,201,A1120,A2321,2021-07-12,2021-10-15,,,,
A190225,004,301,A1220,A2221,2022-06-03,2022-09-06,,,,
A200100,NULL,,ALN,A001117,2006-11-17,2007-11-13,,,,
A200101,002,201,A1220,A2362,2014-06-16,2014-06-23,,,,
A200102,004,301,A2110,A001085,2017-07-01,2017-09-13,,,,
A200103,002,201,A1220,A001025,2015-05-21,2015-10-29,,,,
A200104,001,101,A0430,A001004,2017-01-01,2018-02-28,,,,
A200105,002,201,A2110,A001011,2017-05-15,2017-10-25,,,,
A200106,006,401,A1220,A2351,2017-06-24,2017-10-10,,,,
A200107,002,201,A1220,A2612,2020-07-11,2020-10-27,,,,
A200108,002,201,A1110,A2321,2018-05-22,2018-06-21,,,,
A200109,002,201,A2220,A3037,2018-06-04,2019-01-03,,,,
A200110,002,201,A1220,A001017,2018-06-06,2018-06-30,,,,
A200111,004,301,ALN,A001017,2018-08-06,2018-10-07,,,,
A200112,002,201,ALN1121,A2321,2019-05-29,2019-11-27,,,,
A200168,002,201,A1120,10007,2022-05-26,2022-09-16,,,,
A210050,001,101,A0470,10059,2020-01-01,2022-12-31,,,,
A210060,NULL,,ALN,A2221,2009-06-13,2009-09-19,,,,
A210070,001,101,A1350,A001119,2007-05-12,2015-08-31,,,,
A210075,,201,A1350,A001118,2012-06-01,2012-09-17,,,,
A210080,NULL,,ALN,A001113,2009-06-01,2009-08-31,,,,
A210090,002,201,A1220,A001075,2015-05-19,2015-10-20,,,,
A210100,NULL,,ALN,A2364,2007-06-01,2007-08-31,,,,
A210110,NULL,,ALN,A2321,2011-06-19,2011-08-13,,,,
A210115,002,201,A2220,A001075,2013-06-21,2013-10-14,,,,
A210120,002,201,A1293,A2427,2014-04-24,2014-12-01,,,,
A210121,,,A0700,A,2012-07-21,2012-08-26,,,,
A210122,002,201,ALN12201,A001073,2021-09-08,2021-11-07,,,,
A210125,002,201,A1120,A3027,2013-06-04,2013-10-17,,,,
A210126,002,201,A1220,A001075,2014-07-02,2014-10-01,,,,
A210127,002,201,A1350,A001118,2015-05-01,2015-10-30,,,,
A210128,002,201,A1110,A2321,2015-06-22,2015-07-02,,,,
A210129,002,201,A1110,A2321,2015-06-22,2015-06-24,,,,
A210130,NULL,,ALN,A2235,2008-07-06,2008-08-05,,,,
A210131,002,201,A1220,A2432,2015-06-28,2016-01-11,,,,
A210132,002,201,A1220,A001020,2017-05-04,2018-02-13,,,,
A210133,004,301,A1110,A2321,2015-08-08,2015-09-08,,,,
A210134,002,201,A1120,A2321,2016-03-24,2016-06-13,,,,
A210135,002,201,A1110,A2364,2018-04-11,2018-11-30,,,,
A210136,002,201,A1110,A2321,2016-04-09,2016-06-03,,,,
A210137,002,201,A1110,A2321,2016-05-01,2016-10-17,,,,
A210138,002,201,A1110,A2321,2016-06-01,2016-06-02,,,,
A210139,002,201,A1220,A2332,2016-06-06,2016-06-28,,,,
A210140,002,201,A1110,A2321,2016-07-10,2016-10-10,,,,
A210141,006,401,A1390,A001063,2016-07-11,2016-08-21,,,,
A210142,002,201,A1120,10135,2023-03-14,NULL,,,,
A210143,002,201,A1220,A3036,2017-05-02,2017-06-26,,,,
A210144,002,201,A1390,A001063,2017-05-02,2017-06-26,,,,
A210145,001,101,A2210,10040,2020-01-01,NULL,,,,
A210146,002,201,A1220,A3037,2017-06-14,2017-08-04,,,,
A210147,001,101,A1120,10135,2020-01-01,NULL,,,,
A210148,002,201,A1220,A2351,2017-05-27,2017-05-27,,,,
A210149,002,201,A1220,A3037,2017-07-14,2017-10-24,,,,
A210150,006,401,A3230,10021,2022-06-23,2022-08-22,,,,
A210151,002,201,A1110,A2321,2018-06-01,2018-12-27,,,,
A210152,004,301,A1110,A2321,2017-07-16,2017-08-03,,,,
A210153,004,301,A1110,A2321,2017-07-27,2017-08-13,,,,
A210154,002,201,A1110,A2321,2017-09-12,2017-09-19,,,,
A210155,001,101,A1220,A2612,2018-02-20,2018-04-09,,,,
A210156,002,201,A1110,A2321,2018-05-01,2018-12-28,,,,
A210157,002,201,A1110,A2321,2018-07-31,2018-09-13,,,,
A210158,002,201,ALN1121,A2321,2020-08-04,2020-09-15,,,,
A210159,002,201,ALN9320,A001020,2021-05-31,2022-01-17,,,,
A210160,002,201,A1110,A2321,2018-07-17,2018-08-07,,,,
A210161,002,201,A1220,A001020,2019-05-17,2019-10-31,,,,
A210162,003,101,ALNOOOO,A001004,2020-01-01,2021-02-14,,,,
A210163,002,201,A1110,A2364,2019-04-16,2019-05-20,,,,
A210164,002,201,A3230,A001079,2019-04-16,2019-05-20,,,,
A210165,002,201,A3230,A001017,2019-04-29,2019-09-19,,,,
A210166,013,201,A212002,10015,2022-05-02,2022-09-09,,,,
A210167,013,201,A0700,10078,2022-05-22,2022-06-02,,,,
A210168,004,301,A1220,A2221,2018-09-01,2018-09-01,,,,
A210200,NULL,,ALN,A001119,2006-04-18,2007-10-31,,,,
A210210,,,A1390,A001063,2012-07-13,2012-08-21,,,,
A210300,,,ALN,A001026,2011-05-06,2011-10-15,,,,
A210350,NULL,201,A1220,A2221,2012-08-28,2012-09-18,,,,
A210400,NULL,,ALN,A2233,2008-05-10,2008-10-07,,,,
A210401,002,201,A1110,A2321,2013-07-26,2013-08-31,,,,
A210550,NULL,,ALN,A001012,2007-07-03,2007-08-20,,,,
A210600,NULL,,ALN,A001075,2008-06-17,2008-07-13,,,,
A210601,002,201,A1220,A2432,2015-05-14,2015-11-26,,,,
A210602,002,201,A1220,A001020,2019-05-17,2019-10-31,,,,
A210603,002,201,A0700,A001017,2019-05-18,2019-06-23,,,,
A210604,006,401,A0700,A001063,2019-05-27,2019-09-24,,,,
A210605,002,201,A0700,A2321,2019-06-04,2019-10-31,,,,
A210606,006,401,A3230,A2221,2019-06-21,2019-08-12,,,,
A210607,013,201,A1120,10015,2022-06-29,2022-11-14,,,,
A210608,013,201,A1120,10015,2022-06-25,2022-11-14,,,,
A220050,003,101,A0430,A001001,1989-04-14,2014-07-17,,,,
A220051,002,201,A1220,A2613,2021-07-14,2021-12-07,,,,
A220052,013,201,A1220,10031,2022-06-18,2022-12-15,,,,
A220053,005,801,A1220,A001025,2018-08-01,2020-06-30,,,,
A220054,013,201,A1210,10021,2023-05-01,NULL,,,,
A220055,013,201,A1120,10015,2022-04-25,2022-10-07,,,,
A220556,002,201,A1220,A001075,2021-06-28,2021-12-29,,,,
A220798,,,A1390,A,2012-07-07,2012-08-26,,,,
A230050,001,101,A0430,A2915,2001-02-01,2013-08-14,,,,
A230060,NULL,,ALN,A2221,2011-06-25,2011-07-21,,,,
A230061,004,301,A1390,A001063,2014-08-02,2014-08-24,,,,
A230062,002,201,A1110,A2321,2016-04-02,2016-12-14,,,,
A230064,001,101,A1220,10031,2020-01-01,NULL,,,,
A230065,002,201,A1110,A2321,2016-06-26,2016-11-10,,,,
A230066,002,201,A0700,A001066,2016-07-21,2016-09-23,,,,
A230067,002,201,A1110,A2321,2017-05-05,2017-06-20,,,,
A230068,002,201,A1220,A2432,2018-05-01,2018-12-04,,,,
A230069,004,301,A1110,A2321,2017-07-10,2017-07-17,,,,
A230070,,201,A1110,A001011,2012-06-18,2012-08-31,,,,
A230071,,,A1220,A2332,2017-09-07,2017-09-25,,,,
A230072,002,201,A0700,10025,2022-04-11,2022-11-26,,,,
A230073,002,201,A1220,A3037,2018-06-01,2018-06-02,,,,
A230074,006,401,ALN,A2321,2018-07-06,2018-08-13,,,,
A230075,002,201,A1220,A001017,2018-07-10,2018-09-17,,,,
A230076,002,201,A0700,A001063,2018-07-10,2018-08-02,,,,
A230077,002,201,A1110,A2321,2018-07-27,2018-12-27,,,,
A230078,002,201,A1220,A001075,2018-08-19,2018-11-12,,,,
A230079,001,101,ALN9320,A2722,2019-03-25,2019-06-27,,,,
A230080,013,201,A1120,10015,2022-07-12,2022-11-14,,,,
A230200,NULL,,ALN,A001052,2008-07-12,2008-08-19,,,,
A230201,013,201,A3230,10021,2023-05-01,NULL,,,,
A230250,002,201,A1110,A2321,2014-06-28,2014-07-15,,,,
A230263,002,201,A1220,A2221,2015-08-09,2015-09-09,,,,
A230264,002,201,ALN1121,A2321,2019-05-13,2019-12-27,,,,
A230265,002,201,ALN1121,A2321,2019-06-04,2019-10-31,,,,
A230266,004,301,A3230,A2221,2019-07-01,2019-08-16,,,,
A230267,002,201,A1220,10031,2022-05-16,2022-12-13,,,,
A230268,004,301,ALN1121,A2321,2020-08-03,2020-08-31,,,,
A230269,002,201,A1220,A2432,2020-08-05,2020-08-08,,,,
A230270,002,201,A1120,A2321,2021-06-29,2021-11-26,,,,
A240050,,,ALN,A2613,1979-04-17,2009-12-31,,,,
A240051,001,101,A1210,10046,2020-01-01,NULL,,,,
A240060,NULL,,ALN,A2411,2010-06-05,2010-10-13,,,,
A240100,002,201,A1220,A2221,2014-04-24,2014-09-29,,,,
A240101,002,201,A1220,A001075,2015-05-25,2015-06-29,,,,
A240102,002,201,A1110,A2364,2015-05-27,2015-09-08,,,,
A240103,002,201,A1110,A2321,2015-06-09,2015-12-22,,,,
A240104,002,201,A1110,A2321,2015-06-21,2015-11-11,,,,
A240105,004,301,A1220,A2221,2015-07-04,2015-08-03,,,,
A240106,002,201,A1110,A2321,2016-05-01,2017-02-02,,,,
A240107,002,201,A1220,A2221,2015-07-25,2015-07-31,,,,
A240108,002,201,A1110,A2321,2016-07-18,2016-09-16,,,,
A240109,002,201,A1110,A2321,2016-06-09,2016-10-25,,,,
A240110,002,201,A1220,A001075,2015-04-03,2015-05-20,,,,
A240111,002,201,A1390,10158,2020-01-01,NULL,,,,
A240112,002,201,A0700,A001070,2019-05-13,2020-01-08,,,,
A240113,002,201,A1220,A2432,2021-08-07,2021-09-09,,,,
A240115,013,201,A1210,10021,2022-06-25,2022-11-14,,,,
A240116,002,201,A1220,10123,2022-06-29,2022-10-07,,,,
A240120,002,201,A1220,A2612,2017-08-01,2018-02-19,,,,
A240125,002,201,A1220,10048,2022-06-04,2022-07-17,,,,
A240200,NULL,,ALN,A2333,2009-06-16,2009-10-31,,,,
A240210,001,101,A1220,10031,2020-01-01,NULL,,,,
A240213,002,201,A1110,A2321,2017-06-26,2017-09-21,,,,
A240214,002,201,A1110,A2321,2018-09-01,2018-11-12,,,,
A240215,006,401,A1220,A2221,2017-07-08,2017-08-15,,,,
A240350,NULL,,ALN,A2411,2009-03-17,2009-12-31,,,,
A240400,NULL,,ALN,A2611,2007-05-01,2007-09-30,,,,
A240450,NULL,,ALN,A001021,2007-05-19,2007-08-31,,,,
A240451,,,ALN,A2233,2011-06-15,2011-09-20,,,,
A240460,001,101,A0430,A2515,2020-01-01,2021-10-18,,,,
A240465,NULL,,ALN,A001068,2011-06-20,2011-09-17,,,,
A240600,002,201,A1220,A3037,2018-05-28,2018-07-20,,,,
A240601,002,201,A1220,A2432,2018-06-22,2018-12-07,,,,
